location,total_sqft,bath,price,bhk
BEGUR ROAD,1615.0,3,60.0,3
BEGUR ROAD,1170.0,2,46.0,2
BEGUR ROAD,1160.0,2,42.92,2
BEGUR ROAD,1410.0,2,53.0,3
BEGUR ROAD,1584.0,3,65.0,3
BEGUR ROAD,1240.0,2,45.88,2
BEGUR ROAD,1600.0,3,58.14,3
BEGUR ROAD,1410.0,2,53.58,3
BEGUR ROAD,1565.0,2,59.76,3
BEGUR ROAD,1583.0,3,74.4,3
BEGUR ROAD,1500.0,2,70.0,3
BEGUR ROAD,1160.0,2,44.0,2
BEGUR ROAD,1100.0,2,42.6,2
BEGUR ROAD,1160.0,2,36.54,2
BEGUR ROAD,1410.0,2,52.17,3
BEGUR ROAD,1200.0,2,45.6,2
BEGUR ROAD,1260.0,2,46.62,2
BEGUR ROAD,1200.0,2,43.2,2
BEGUR ROAD,1200.0,2,42.6,2
BEGUR ROAD,1200.0,3,50.0,3
BEGUR ROAD,1200.0,2,44.0,2
BEGUR ROAD,1200.0,2,46.8,2
BEGUR ROAD,1160.0,2,44.08,2
BEGUR ROAD,1160.0,2,42.0,2
BEGUR ROAD,1240.0,2,39.06,2
BEGUR ROAD,1200.0,2,37.8,2
BEGUR ROAD,1200.0,2,44.4,2
BEGUR ROAD,1215.0,2,43.13,2
BELLANDUR,981.0,2,37.28,2
BELLANDUR,1200.0,2,45.0,2
BELLANDUR,1685.0,3,101.0,3
BELLANDUR,1685.0,3,100.0,3
BELLANDUR,1767.0,3,103.0,3
BELLANDUR,1785.0,3,118.0,3
BELLANDUR,1435.0,2,115.0,3
BELLANDUR,924.0,2,35.11,2
BELLANDUR,900.0,2,56.0,2
BELLANDUR,950.0,1,40.0,1
BELLANDUR,1310.0,2,72.0,2
BELLANDUR,1325.0,2,65.0,2
BELLANDUR,1060.0,2,65.0,2
BELLANDUR,1015.0,2,60.0,2
BELLANDUR,1262.0,2,47.0,2
BELLANDUR,1201.0,2,59.99,2
BELLANDUR,950.0,2,35.0,2
BELLANDUR,1350.0,2,79.0,2
BELLANDUR,1251.0,2,47.0,2
BELLANDUR,1195.0,2,51.0,2
BELLANDUR,1281.0,2,74.0,2
BELLANDUR,1096.0,2,40.0,2
BELLANDUR,1410.0,3,92.0,2
BELLANDUR,1685.0,3,115.0,3
BELLANDUR,1170.0,2,46.79,2
BELLANDUR,1150.0,2,69.44,2
BELLANDUR,3600.0,4,245.0,4
BELLANDUR,1465.0,3,90.0,2
BELLANDUR,1286.0,2,57.0,2
BELLANDUR,1490.0,2,98.0,3
BELLANDUR,1260.0,2,83.5,2
BELLANDUR,2039.0,3,168.0,3
BELLANDUR,1211.0,2,63.0,2
BELLANDUR,3016.0,4,230.0,4
BELLANDUR,1767.0,3,109.0,3
BELLANDUR,1535.0,3,90.0,3
BELLANDUR,1205.0,2,59.0,2
BELLANDUR,1785.0,3,120.0,3
BELLANDUR,1457.0,2,85.0,2
BELLANDUR,1250.0,2,76.0,2
BELLANDUR,1692.0,3,88.0,3
BELLANDUR,1200.0,2,62.0,2
BELLANDUR,1281.0,2,87.0,2
BELLANDUR,1310.0,2,85.0,2
BELLANDUR,1690.0,2,116.0,3
BELLANDUR,2666.0,3,230.0,3
BELLANDUR,850.0,2,45.0,2
BELLANDUR,1200.0,2,52.0,2
BELLANDUR,1063.0,2,58.0,2
BELLANDUR,1100.0,2,62.0,2
BELLANDUR,1735.0,3,105.0,3
BELLANDUR,1454.0,2,90.0,2
BELLANDUR,1088.0,2,48.0,2
BELLANDUR,3600.0,4,260.0,4
BELLANDUR,960.0,2,48.0,2
BELLANDUR,1299.0,2,82.0,2
BELLANDUR,1220.0,2,60.0,2
BELLANDUR,1185.0,2,47.39,2
BELLANDUR,921.0,2,40.0,2
BELLANDUR,1550.0,2,59.0,2
BELLANDUR,982.0,2,37.28,2
BELLANDUR,1047.0,2,75.0,2
BELLANDUR,1051.0,2,60.0,2
BENSON TOWN,3200.0,4,350.0,3
BENSON TOWN,4460.0,5,650.0,4
BENSON TOWN,1300.0,2,120.0,2
BENSON TOWN,1750.0,3,150.0,3
BENSON TOWN,1567.0,3,140.0,2
BENSON TOWN,1805.0,3,280.0,3
BHOGANHALLI,1707.0,3,115.0,3
BHOGANHALLI,1444.0,2,75.97,2
BHOGANHALLI,1260.0,2,69.9,2
BHOGANHALLI,1670.0,3,99.0,3
BHOGANHALLI,970.0,2,52.5,2
BHOGANHALLI,2439.0,5,170.0,4
BHOGANHALLI,1447.0,2,75.97,2
BHOGANHALLI,2439.0,4,170.0,4
BHOGANHALLI,1205.0,2,64.47,2
BHOGANHALLI,1760.0,3,127.0,3
BHOGANHALLI,1703.0,3,120.0,3
BHOGANHALLI,1447.0,2,75.97,2
BHOGANHALLI,1205.0,2,68.32,2
BHOGANHALLI,1700.0,3,126.0,3
BILLEKAHALLI,1935.0,3,110.0,3
BILLEKAHALLI,1125.0,2,65.0,2
BILLEKAHALLI,1805.0,3,134.0,3
BILLEKAHALLI,2400.0,3,150.0,3
BILLEKAHALLI,950.0,2,56.0,2
BILLEKAHALLI,1125.0,2,62.0,2
BILLEKAHALLI,1650.0,3,88.0,3
BILLEKAHALLI,950.0,2,58.11,2
BINNY PETE,660.0,1,54.0,1
BINNY PETE,1365.0,2,122.0,2
BINNY PETE,665.0,1,46.08,1
BINNY PETE,1740.0,3,150.0,3
BINNY PETE,660.0,1,62.0,1
BINNY PETE,1795.0,3,139.0,3
BINNY PETE,1516.0,3,147.0,3
BINNY PETE,1245.0,2,86.28,2
BINNY PETE,1755.0,3,122.0,3
BISUVANAHALLI,845.0,2,34.0,2
BISUVANAHALLI,945.0,2,33.0,2
BISUVANAHALLI,845.0,2,29.0,2
BISUVANAHALLI,845.0,2,37.0,2
BISUVANAHALLI,1075.0,2,48.0,3
BISUVANAHALLI,1080.0,2,45.0,3
BISUVANAHALLI,845.0,2,32.0,2
BISUVANAHALLI,1075.0,2,44.0,3
BISUVANAHALLI,700.0,1,32.0,2
BISUVANAHALLI,1180.0,2,55.5,3
BISUVANAHALLI,845.0,2,33.0,2
BISUVANAHALLI,1075.0,2,50.0,3
BISUVANAHALLI,1075.0,2,52.0,3
BISUVANAHALLI,850.0,1,32.0,2
BISUVANAHALLI,1075.0,2,43.0,3
BISUVANAHALLI,1075.0,2,47.0,3
BISUVANAHALLI,845.0,2,33.0,2
BISUVANAHALLI,1075.0,2,46.0,3
BOMMANAHALLI,1250.0,3,55.0,3
BOMMANAHALLI,1100.0,1,55.0,2
BOMMANAHALLI,1050.0,2,54.0,2
BOMMANAHALLI,1200.0,2,40.0,2
BOMMANAHALLI,1307.0,2,50.0,2
BOMMANAHALLI,520.0,1,19.5,1
BOMMANAHALLI,1160.0,2,53.0,2
BOMMANAHALLI,515.0,1,25.0,1
BOMMANAHALLI,3000.0,8,140.0,8
BOMMANAHALLI,1050.0,2,46.0,2
BOMMANAHALLI,1091.0,2,40.0,2
BOMMANAHALLI,1375.0,3,59.0,3
BOMMASANDRA,1365.0,3,52.82,3
BOMMASANDRA,800.0,1,32.0,2
BOMMASANDRA,1127.0,2,45.0,2
BOMMASANDRA,1035.0,2,41.43,2
BOMMASANDRA,1035.0,2,41.0,2
BOMMASANDRA,877.0,2,30.0,2
BOMMASANDRA,920.0,2,37.2,2
BOMMASANDRA,1035.0,2,41.73,2
BOMMASANDRA,1015.0,2,40.0,2
BOMMASANDRA,1260.0,3,49.36,3
BOMMASANDRA,1365.0,3,53.96,3
BOMMASANDRA,1295.0,2,50.28,3
BOMMASANDRA,1005.0,2,39.77,2
BOMMASANDRA,842.0,2,30.0,2
BOMMASANDRA,1014.0,2,35.0,2
BOMMASANDRA,955.0,2,35.28,2
BOMMASANDRA,920.0,2,37.46,2
BOMMASANDRA,1020.0,2,40.89,2
BOMMASANDRA INDUSTRIAL AREA,1065.0,2,30.75,2
BOMMASANDRA INDUSTRIAL AREA,1320.0,2,38.13,3
BOMMASANDRA INDUSTRIAL AREA,1020.0,2,29.45,2
BOMMASANDRA INDUSTRIAL AREA,1130.0,2,32.64,2
BOMMASANDRA INDUSTRIAL AREA,1125.0,2,32.49,2
BOMMASANDRA INDUSTRIAL AREA,1125.0,2,32.49,2
BOMMASANDRA INDUSTRIAL AREA,1020.0,2,29.45,2
BOMMASANDRA INDUSTRIAL AREA,1090.0,2,31.48,2
BOMMASANDRA INDUSTRIAL AREA,1400.0,2,40.44,3
BOMMASANDRA INDUSTRIAL AREA,1160.0,2,33.51,2
BROOKEFIELD,941.0,2,48.0,2
BROOKEFIELD,1225.0,2,72.0,2
BROOKEFIELD,1260.0,2,70.0,2
BROOKEFIELD,1420.0,3,85.0,3
BROOKEFIELD,1080.0,2,50.0,2
BROOKEFIELD,1125.0,2,70.0,2
BROOKEFIELD,1270.0,2,95.0,2
BROOKEFIELD,1262.0,2,75.0,2
BROOKEFIELD,1150.0,2,69.0,2
BROOKEFIELD,1389.0,2,94.0,2
BROOKEFIELD,1476.0,3,105.0,3
BROOKEFIELD,1950.0,6,175.0,5
BROOKEFIELD,1139.0,2,80.0,2
BROOKEFIELD,2800.0,4,240.0,4
BROOKEFIELD,1142.0,2,70.0,2
BROOKEFIELD,1746.0,3,115.0,3
BROOKEFIELD,1706.0,3,115.0,3
BROOKEFIELD,1594.0,3,140.0,3
BROOKEFIELD,1200.0,2,75.0,2
BROOKEFIELD,1100.0,2,55.0,2
BROOKEFIELD,1089.0,2,49.0,2
BROOKEFIELD,1225.0,2,66.5,2
BTM 2ND STAGE,1200.0,2,80.0,2
BTM 2ND STAGE,1400.0,2,90.0,2
BTM 2ND STAGE,950.0,2,52.0,2
BTM 2ND STAGE,1265.0,2,55.0,2
BTM 2ND STAGE,2780.0,4,325.0,3
BTM 2ND STAGE,1070.0,2,48.0,2
BTM 2ND STAGE,930.0,2,46.0,2
BTM 2ND STAGE,1274.0,2,70.0,2
BTM 2ND STAGE,1100.0,2,70.0,2
BTM 2ND STAGE,2500.0,3,345.0,3
BTM 2ND STAGE,965.0,2,56.0,2
BTM LAYOUT,1458.0,3,79.0,3
BTM LAYOUT,1300.0,2,75.0,3
BTM LAYOUT,3300.0,6,165.0,6
BTM LAYOUT,1776.0,2,75.0,3
BTM LAYOUT,1020.0,2,46.5,2
BTM LAYOUT,1150.0,2,63.0,2
BTM LAYOUT,1450.0,2,81.0,3
BTM LAYOUT,450.0,1,20.0,1
BTM LAYOUT,1470.0,2,99.0,3
BTM LAYOUT,935.0,2,51.5,2
BUDIGERE,1991.0,4,100.0,3
BUDIGERE,1162.0,2,59.9,2
BUDIGERE,1820.0,3,95.0,3
BUDIGERE,1162.0,2,57.0,2
BUDIGERE,1139.0,2,62.0,2
BUDIGERE,1153.0,2,56.7,2
BUDIGERE,764.0,1,32.0,1
BUDIGERE,1636.0,3,85.0,3
BUDIGERE,1139.0,2,60.0,2
BUDIGERE,1153.0,2,60.0,2
BUDIGERE,1444.0,2,70.0,2
BUDIGERE,1153.0,2,57.0,2
BUDIGERE,1139.0,2,56.5,2
BUDIGERE,1153.0,2,56.55,2
BUDIGERE,1636.0,3,83.0,3
BUDIGERE,1162.0,2,58.0,2
BUDIGERE,1087.0,2,54.3,2
BUDIGERE,705.0,1,34.545,1
BUDIGERE,664.0,1,35.0,1
BUDIGERE,1991.0,4,103.0,3
BUDIGERE,1172.0,2,56.725,2
BUDIGERE,1636.0,3,92.0,3
BUDIGERE,1153.0,2,56.0,2
BUDIGERE,1139.0,2,56.85,2
BUDIGERE,1820.0,3,93.0,3
BUDIGERE,1153.0,2,58.0,2
BUDIGERE,1636.0,3,88.0,3
BUDIGERE,1153.0,2,56.5,2
CHAMRAJPET,1565.0,3,98.91,3
CHAMRAJPET,1900.0,2,170.0,4
CHAMRAJPET,650.0,2,45.0,2
CHAMRAJPET,1050.0,2,162.0,2
CHAMRAJPET,730.0,1,52.0,2
CHAMRAJPET,1660.4,4,211.0,4
CHAMRAJPET,650.0,1,40.0,2
CHANDAPURA,1033.0,2,30.47,3
CHANDAPURA,975.0,2,24.86,2
CHANDAPURA,876.0,2,29.5,2
CHANDAPURA,975.0,2,24.86,2
CHANDAPURA,520.0,1,14.04,1
CHANDAPURA,1095.0,2,32.0,3
CHANDAPURA,645.0,1,16.45,1
CHANDAPURA,674.0,1,19.9,2
CHANDAPURA,645.0,1,16.45,1
CHANDAPURA,985.0,2,25.12,2
CHANDAPURA,700.0,1,19.0,2
CHANDAPURA,1015.0,2,25.88,2
CHANDAPURA,937.0,2,30.0,2
CHANDAPURA,590.0,1,13.57,1
CHANDAPURA,800.0,2,25.0,2
CHANDAPURA,1015.0,2,25.88,2
CHANDAPURA,850.0,2,25.4,2
CHANDAPURA,985.0,2,25.12,2
CHANDAPURA,1015.0,2,25.88,2
CHANDAPURA,778.0,2,25.29,2
CHANDAPURA,1200.0,2,32.0,2
CHANDAPURA,582.5,1,15.135,1
CHANDAPURA,1505.0,2,42.0,3
CHANDAPURA,800.0,1,20.0,2
CHANDAPURA,1025.0,2,27.68,2
CHANDAPURA,650.0,1,17.0,2
CHANDAPURA,950.0,2,25.65,2
CHANDAPURA,1025.0,2,27.68,2
CHANDAPURA,1200.0,2,36.0,2
CHANDAPURA,1200.0,1,36.0,2
CHANDAPURA,750.0,1,18.5,2
CHANDAPURA,740.0,1,22.0,2
CHANNASANDRA,1030.0,2,34.5,2
CHANNASANDRA,1010.0,2,32.0,2
CHANNASANDRA,1050.0,2,35.0,2
CHANNASANDRA,4200.0,6,180.0,6
CHANNASANDRA,1115.0,2,33.45,2
CHANNASANDRA,1065.0,2,35.0,2
CHANNASANDRA,1093.0,2,34.0,2
CHANNASANDRA,1123.0,2,36.0,2
CHANNASANDRA,1115.0,2,40.0,2
CHANNASANDRA,1065.0,2,40.47,2
CHANNASANDRA,1200.0,3,67.77,3
CHANNASANDRA,1200.0,2,46.13,2
CHANNASANDRA,808.0,2,40.0,2
CHANNASANDRA,1470.0,2,90.0,3
CHANNASANDRA,1200.0,3,67.77,3
CHANNASANDRA,1009.0,2,38.34,2
CHANNASANDRA,1175.0,2,38.0,2
CHANNASANDRA,830.0,2,36.28,2
CHANNASANDRA,1500.0,3,61.95,3
CHANNASANDRA,1050.0,2,41.0,2
CHANNASANDRA,1500.0,4,89.45,4
CHANNASANDRA,1330.0,2,51.83,3
CHANNASANDRA,1115.0,2,35.8,2
CHANNASANDRA,1065.0,2,36.0,2
CHANNASANDRA,1010.0,2,36.0,2
CHANNASANDRA,1050.0,2,44.41,2
CHIKKA TIRUPATHI,3250.0,4,136.0,4
CHIKKA TIRUPATHI,2600.0,5,120.0,4
CHIKKA TIRUPATHI,2325.0,4,120.0,4
CHIKKA TIRUPATHI,2665.0,5,125.0,4
CHIKKA TIRUPATHI,2325.0,3,95.0,3
CHIKKA TIRUPATHI,1808.0,4,80.27,3
CHIKKA TIRUPATHI,3500.0,5,150.0,4
CHIKKA TIRUPATHI,3297.0,3,135.0,3
CHIKKALASANDRA,1325.0,2,59.0,2
CHIKKALASANDRA,1070.0,2,42.8,2
CHIKKALASANDRA,875.0,2,52.8,2
CHIKKALASANDRA,1800.0,1,128.0,2
CHIKKALASANDRA,1230.0,2,48.0,2
CHIKKALASANDRA,1290.0,2,72.0,2
CHIKKALASANDRA,1100.0,2,50.0,2
CHIKKALASANDRA,1070.0,2,45.48,2
CHOODASANDRA,1075.0,2,45.0,2
CHOODASANDRA,1215.0,2,59.0,2
CHOODASANDRA,1065.0,2,46.0,2
CHOODASANDRA,1300.0,2,57.0,2
CHOODASANDRA,1530.0,3,77.0,3
CHOODASANDRA,1180.0,2,71.22,2
CHOODASANDRA,1560.0,3,78.0,3
CHOODASANDRA,1140.0,2,62.0,2
CHOODASANDRA,725.0,2,36.0,2
CHOODASANDRA,1580.0,3,105.0,3
CHOODASANDRA,1254.0,2,65.0,3
CHOODASANDRA,1465.0,3,75.0,3
CHOODASANDRA,1197.0,2,63.0,2
COOKE TOWN,1710.0,2,200.0,2
COOKE TOWN,2560.0,4,310.0,3
COOKE TOWN,1700.0,3,120.0,3
COOKE TOWN,2300.0,3,250.0,3
COOKE TOWN,3900.0,5,415.0,4
COOKE TOWN,2388.0,4,239.0,3
CV RAMAN NAGAR,1070.0,2,55.0,2
CV RAMAN NAGAR,1020.0,2,55.0,2
CV RAMAN NAGAR,1400.0,2,78.0,3
CV RAMAN NAGAR,1125.0,2,46.0,2
CV RAMAN NAGAR,705.0,2,50.0,1
CV RAMAN NAGAR,740.0,2,37.0,2
CV RAMAN NAGAR,1310.0,2,62.0,2
CV RAMAN NAGAR,907.0,2,38.0,2
CV RAMAN NAGAR,1040.0,2,50.0,2
CV RAMAN NAGAR,1025.0,2,50.0,2
CV RAMAN NAGAR,1825.0,3,126.0,3
CV RAMAN NAGAR,1590.0,2,85.0,3
CV RAMAN NAGAR,1120.0,2,55.0,2
CV RAMAN NAGAR,1051.0,2,61.0,2
CV RAMAN NAGAR,1070.0,2,47.5,2
DASANAPURA,708.0,2,37.0,2
DASANAPURA,814.0,2,42.0,2
DASANAPURA,708.0,1,41.0,1
DASANAPURA,1286.0,2,68.0,3
DASANAPURA,1286.0,3,61.44,3
DASANAPURA,1163.0,2,65.0,2
DASANAPURA,708.0,1,40.0,2
DASANAPURA,814.0,2,43.7,2
DASARAHALLI,1333.0,2,78.56,2
DASARAHALLI,1160.0,2,49.0,2
DASARAHALLI,1520.0,2,75.0,3
DASARAHALLI,1375.0,2,60.0,2
DASARAHALLI,1295.0,2,65.0,2
DASARAHALLI,1220.0,2,52.0,2
DASARAHALLI,1300.0,2,55.0,2
DASARAHALLI,2100.0,3,120.0,3
DEVANAHALLI,1340.0,2,65.0,2
DEVANAHALLI,1075.0,2,52.57,1
DEVANAHALLI,1010.0,2,51.0,2
DEVANAHALLI,1466.0,3,77.59,3
DEVANAHALLI,2400.0,5,100.0,5
DEVANAHALLI,1550.0,3,85.0,3
DEVANAHALLI,658.0,1,26.91,1
DEVANAHALLI,1700.0,3,88.2,3
DEVANAHALLI,1260.0,2,66.78,2
DEVANAHALLI,3210.0,2,192.0,4
DEVANAHALLI,2125.0,3,107.0,3
DEVANAHALLI,658.0,1,34.0,1
DEVANAHALLI,1020.0,2,49.87,1
DEVANAHALLI,698.5,1,28.57,1
DEVANAHALLI,775.0,1,39.0,1
DEVANAHALLI,1010.0,2,58.0,2
DEVANAHALLI,1174.0,2,59.0,2
DEVANAHALLI,1360.0,2,65.0,2
DEVARACHIKKANAHALLI,1250.0,2,40.0,2
DEVARACHIKKANAHALLI,1417.0,2,76.0,3
DEVARACHIKKANAHALLI,1130.0,2,36.0,2
DEVARACHIKKANAHALLI,1705.0,3,75.0,3
DEVARACHIKKANAHALLI,1170.0,2,40.0,2
DEVARACHIKKANAHALLI,947.0,2,43.0,2
DEVARACHIKKANAHALLI,1230.0,2,58.0,2
DEVARACHIKKANAHALLI,1425.0,2,65.0,3
DEVARACHIKKANAHALLI,991.0,2,40.0,2
DEVARACHIKKANAHALLI,1230.0,2,58.0,2
DODDA NEKKUNDI,1315.0,2,50.0,2
DODDA NEKKUNDI,1135.0,2,58.0,2
DODDA NEKKUNDI,1264.0,2,52.0,2
DODDA NEKKUNDI,1370.0,2,60.0,2
DODDA NEKKUNDI,1390.0,2,60.0,2
DODDA NEKKUNDI,1200.0,2,71.0,2
DODDA NEKKUNDI,1155.0,2,46.0,2
DODDA NEKKUNDI,850.0,2,28.0,2
DODDA NEKKUNDI,1128.0,2,45.0,2
DODDA NEKKUNDI,1829.0,3,125.0,3
DODDA NEKKUNDI,1252.0,2,71.0,3
DODDA NEKKUNDI,1999.0,3,135.0,3
DODDA NEKKUNDI,1100.0,2,41.15,2
DODDA NEKKUNDI,1804.0,3,121.0,3
DODDA NEKKUNDI,1100.0,2,41.16,2
DODDA NEKKUNDI,1585.0,2,79.0,3
DODDA NEKKUNDI,1145.0,2,46.5,2
DODDATHOGURU,1783.0,3,85.0,3
DODDATHOGURU,750.0,1,25.5,1
DODDATHOGURU,1107.0,2,44.0,2
DODDATHOGURU,1030.0,2,42.0,2
DODDATHOGURU,550.0,1,17.0,1
DODDATHOGURU,1015.0,2,33.5,2
DODDATHOGURU,1104.0,2,39.0,2
DODDATHOGURU,907.0,2,40.0,2
DODDATHOGURU,925.0,2,30.0,2
DODDATHOGURU,940.0,2,32.9,2
DODDATHOGURU,1549.0,3,65.0,3
DODDATHOGURU,915.0,2,32.0,2
DODDATHOGURU,1382.0,3,65.0,3
DODDATHOGURU,855.0,2,32.0,2
DODDATHOGURU,1105.0,2,50.0,2
DOMLUR,1695.0,3,125.0,3
DOMLUR,650.0,1,70.0,1
DOMLUR,1875.0,2,150.0,3
DOMLUR,1800.0,3,150.0,3
DOMLUR,1720.0,3,135.0,3
DOMLUR,1850.0,3,180.0,3
DOMLUR,1950.0,3,165.0,3
DOMLUR,1246.0,2,95.0,2
DOMLUR,1740.0,3,120.0,3
DOMLUR,1540.0,3,90.0,3
DOMLUR,2180.0,3,285.0,3
DOMLUR,640.0,1,55.0,1
DOMLUR,1276.0,2,80.0,2
DOMLUR,2955.0,3,235.0,3
DOMLUR,1050.0,2,85.0,2
DOMLUR,1650.0,3,180.0,3
DOMLUR,2100.0,3,145.0,3
DOMLUR,1429.0,3,86.0,3
DOMLUR,780.0,1,70.0,1
ELECTRONIC CITY,1700.0,3,75.0,3
ELECTRONIC CITY,1500.0,2,78.25,3
ELECTRONIC CITY,1575.0,3,101.0,3
ELECTRONIC CITY,1128.0,2,65.35,2
ELECTRONIC CITY,1070.0,2,53.0,2
ELECTRONIC CITY,1108.0,2,63.0,2
ELECTRONIC CITY,1128.0,2,65.0,2
ELECTRONIC CITY,1360.0,2,71.0,3
ELECTRONIC CITY,770.0,1,40.0,2
ELECTRONIC CITY,635.0,1,28.0,1
ELECTRONIC CITY,630.0,1,47.0,1
ELECTRONIC CITY,1128.0,2,64.0,2
ELECTRONIC CITY,1250.0,2,62.0,2
ELECTRONIC CITY,1449.0,3,90.0,3
ELECTRONIC CITY,2093.0,4,134.0,4
ELECTRONIC CITY,1599.0,3,99.0,3
ELECTRONIC CITY,1575.0,3,94.5,3
ELECTRONIC CITY,1449.0,3,100.0,3
ELECTRONIC CITY,1152.0,2,64.5,2
ELECTRONIC CITY,1128.0,2,65.7,2
ELECTRONIC CITY,1025.0,2,47.0,3
ELECTRONIC CITY,589.0,1,27.0,1
ELECTRONIC CITY,1500.0,3,73.0,3
ELECTRONIC CITY,1060.0,2,58.0,2
ELECTRONIC CITY,1355.0,2,73.0,2
ELECTRONIC CITY,1070.0,2,60.0,2
ELECTRONIC CITY,605.0,1,22.0,1
ELECTRONIC CITY,1353.0,2,75.0,2
ELECTRONIC CITY,435.0,1,21.0,1
ELECTRONIC CITY,1518.0,3,75.0,3
ELECTRONIC CITY,1575.0,3,90.0,3
ELECTRONIC CITY,1374.0,2,72.0,3
ELECTRONIC CITY,630.0,1,46.0,1
ELECTRONIC CITY,1500.0,2,78.0,3
ELECTRONIC CITY,630.0,1,40.5,1
ELECTRONIC CITY,1563.0,3,91.84,3
ELECTRONIC CITY,1360.0,2,64.99,3
ELECTRONIC CITY,1363.0,2,79.0,2
ELECTRONIC CITY,700.0,1,35.0,1
ELECTRONIC CITY,630.0,1,33.7,1
ELECTRONIC CITY,1386.0,2,85.0,2
ELECTRONIC CITY,1200.0,2,59.0,2
ELECTRONIC CITY,1111.0,3,50.0,3
ELECTRONIC CITY,1700.0,3,90.0,3
ELECTRONIC CITY,1296.0,2,65.0,2
ELECTRONIC CITY,1213.0,2,59.32,2
ELECTRONIC CITY,1128.0,2,68.0,2
ELECTRONIC CITY,1128.0,2,64.8,2
ELECTRONIC CITY,1128.0,2,65.49,2
ELECTRONIC CITY,550.0,1,27.0,1
ELECTRONIC CITY,1571.0,3,105.0,3
ELECTRONIC CITY,1070.0,2,56.1,2
ELECTRONIC CITY,1073.0,2,60.0,2
ELECTRONIC CITY,1070.0,2,60.0,2
ELECTRONIC CITY,1342.0,2,90.0,2
ELECTRONIC CITY,1275.0,3,70.0,3
ELECTRONIC CITY,770.0,1,39.9,2
ELECTRONIC CITY,1070.0,2,55.0,2
ELECTRONIC CITY,1140.0,2,70.93,2
ELECTRONIC CITY,1070.0,2,57.0,2
ELECTRONIC CITY,1571.0,3,89.0,3
ELECTRONIC CITY,1615.0,3,97.0,3
ELECTRONIC CITY,770.0,1,38.0,2
ELECTRONIC CITY,1650.0,3,100.0,3
ELECTRONIC CITY,1221.0,2,68.0,2
ELECTRONIC CITY,1571.0,3,83.0,3
ELECTRONIC CITY,1652.0,3,110.0,3
ELECTRONIC CITY,1360.0,2,70.0,3
ELECTRONIC CITY,1631.0,3,80.0,3
ELECTRONIC CITY,1350.0,3,66.0,3
ELECTRONIC CITY,605.0,1,13.31,1
ELECTRONIC CITY,940.0,2,54.0,2
ELECTRONIC CITY,1108.0,2,67.15,2
ELECTRONIC CITY,589.0,1,29.0,1
ELECTRONIC CITY,1500.0,2,78.0,3
ELECTRONIC CITY,1342.0,2,73.3,2
ELECTRONIC CITY,1070.0,2,55.0,2
ELECTRONIC CITY,1025.0,2,54.0,2
ELECTRONIC CITY,635.0,1,28.0,1
ELECTRONIC CITY,1400.0,3,90.0,3
ELECTRONIC CITY,1128.0,2,65.58,2
ELECTRONIC CITY,1128.0,2,63.0,2
ELECTRONIC CITY,630.0,1,47.0,1
ELECTRONIC CITY,630.0,1,34.65,1
ELECTRONIC CITY,1060.0,2,55.0,2
ELECTRONIC CITY,1500.0,2,100.0,3
ELECTRONIC CITY,1360.0,2,75.0,3
ELECTRONIC CITY,890.0,2,45.0,2
ELECTRONIC CITY,1128.0,2,64.0,2
ELECTRONIC CITY,550.0,1,12.0,1
ELECTRONIC CITY,1025.0,2,53.9,2
ELECTRONIC CITY,1025.0,2,54.5,2
ELECTRONIC CITY,1128.0,2,65.4,2
ELECTRONIC CITY,1128.0,2,65.5,2
ELECTRONIC CITY,1500.0,2,75.0,3
ELECTRONIC CITY,2093.0,4,104.0,4
ELECTRONIC CITY,2000.0,4,120.0,4
ELECTRONIC CITY,530.0,1,13.5,1
ELECTRONIC CITY,1644.0,3,92.59,3
ELECTRONIC CITY,1128.0,2,67.0,2
ELECTRONIC CITY,1152.0,2,65.75,2
ELECTRONIC CITY,1070.0,2,58.0,2
ELECTRONIC CITY,1355.0,2,67.0,2
ELECTRONIC CITY,1355.0,2,72.9,2
ELECTRONIC CITY,1600.0,3,104.0,3
ELECTRONIC CITY,2435.0,4,119.0,4
ELECTRONIC CITY,1060.0,2,60.0,2
ELECTRONIC CITY PHASE II,1252.0,2,65.0,3
ELECTRONIC CITY PHASE II,1200.0,2,34.65,2
ELECTRONIC CITY PHASE II,6000.0,4,260.0,4
ELECTRONIC CITY PHASE II,1000.0,2,28.88,2
ELECTRONIC CITY PHASE II,1244.0,2,55.0,2
ELECTRONIC CITY PHASE II,1165.0,2,30.29,2
ELECTRONIC CITY PHASE II,1025.0,2,29.6,2
ELECTRONIC CITY PHASE II,1070.0,2,45.0,2
ELECTRONIC CITY PHASE II,769.0,2,40.0,2
ELECTRONIC CITY PHASE II,1020.0,2,27.43,2
ELECTRONIC CITY PHASE II,1090.0,2,31.48,2
ELECTRONIC CITY PHASE II,1160.0,2,33.5,2
ELECTRONIC CITY PHASE II,1150.0,3,46.0,3
ELECTRONIC CITY PHASE II,1020.0,2,30.6,2
ELECTRONIC CITY PHASE II,1000.0,2,25.0,2
ELECTRONIC CITY PHASE II,1140.0,2,34.0,2
ELECTRONIC CITY PHASE II,1940.0,4,116.0,3
ELECTRONIC CITY PHASE II,1160.0,2,33.5,2
ELECTRONIC CITY PHASE II,972.0,2,40.0,2
ELECTRONIC CITY PHASE II,920.0,2,26.0,2
